"Код";"Наименование";"Сокращение";"Номер";"Код ППЗ-ПВК";"Код ЕРСЛ";"Признак наличия классов";"Признак наличия курсов";"Код типа";"Признак государственной принадлежности";"Вышестоящее ведомство";"Код ТЕ";"Текстовая запись адреса";"Код адреса";"ФИО руководителя";"Должность руководителя";"Телефон";"Электронная почта";"Сайт";"Состояние подписи";
"001109";"Государственное образовательное учреждение Средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1207";"ГОУ СОШ № 1207";"1207";"";"867";"true";"false";"017";"true";"Южное окружное управление образования Департамента образования города Москвы";"0617";"115582, город Москва, Домодедовская улица, дом 24, корпус 7";"2123141";"Пономарчук Татьяна Германовна";"директор";"(495) 391-59-10";"sch1207@sinergi.ru";"sch1207.edusite.ru";"Запись не подписана";
"001110";"Государственное образовательное учреждение Средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1263";"ГОУ СОШ № 1263";"1263";"";"704";"true";"false";"017";"true";"Южное окружное управление образования Департамента образования города Москвы";"0610";"117071, город Москва, Ленинский проспект, дом 18А";"2103077";"Метелева Валентина Павловна";"директор";"(495) 952-11-30";"sch1263@sinergi.ru";"sch1263.ru";"Запись не подписана";
"001111";"Государственное образовательное учреждение Средняя общеобразовательная школа с этнокультурным (греческим) компонентом образования № 551";"ГОУ СОШ № 551";"551";"";"1452";"true";"false";"036";"true";"Южное окружное управление образования Департамента образования города Москвы";"0615";"113556, город Москва, Чонгарский бульвар, дом 12";"2112704";"Рожкина Ольга Юрьевна";"директор";"(499) 610-56-98";"sch551@sinergi.ru";"sch551.edusite.ru";"Запись не подписана";
"001112";"Государственное образовательное учреждение Средняя общеобразовательная школа с этнокультурным (русским) компонентом образования № 667";"ГОУ СОШ № 667";"667";"";"1006";"true";"false";"036";"true";"Южное окружное управление образования Департамента образования города Москвы";"0607";"113403, город Москва, Востряковский проезд, дом 13";"";"Абрамова Ирина Владимировна";"директор";"(495) 383-36-66";"";"sch667.edusite.ru";"Запись не подписана";
"001113";"Государственное образовательное учреждение Средняя общеобразовательная школа с этнокультурным (русским) компонентом образования № 838";"ГОУ СОШ № 838";"838";"";"332";"true";"false";"036";"true";"Южное окружное управление образования Департамента образования города Москвы";"0614";"115487, город Москва, улица Новинки, дом 8";"3801854";"Нестерова Людмила Михайловна";"директор";"(499) 618-13-03";"sch838@sinergi.ru";"sch838.edusite.ru";"Запись не подписана";
"001114";"Государственное бюджетное образовательное учреждение ""Школа № 998""";"ГБОУ Школа № 998";"998";"450000002473;450000002463;450000002366";"1552";"true";"false";"016";"true";"Южное окружное управление образования Департамента образования города Москвы";"0608";"115408, город Москва, улица Борисовские Пруды, дом 36, корпус 2";"2123170";"Кузьменко Светлана Юрьевна";"директор";"(495) 342-03-31";"sch998@sinergi.ru";"sch998.edusite.ru";"Запись не подписана";
"001115";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1073";"ГБОУ СОШ № 1073";"1073";"450000003006";"1134";"true";"false";"017";"true";"Южное окружное управление образования Департамента образования города Москвы";"0615";"117556, город Москва, Варшавское шоссе, дом 60, корпус 2";"2107270";"Аксёнова Валентина Егоровна";"директор";"(499) 613-48-55";"sch1073@sinergi.ru";"sch1073.edusite.ru";"Запись не подписана";
"001116";"Государственное бюджетное образовательное учреждение Средняя общеобразовательная школа № 514";"ГБОУ СОШ № 514";"514";"450000002474;450000002404";"660";"true";"false";"016";"true";"Южное окружное управление образования Департамента образования города Москвы";"0614";"115142, город Москва, Коломенская набережная, дом 16";"2124460";"Смирнов Дмитрий Викторович";"директор";"(495) 615-76-78";"sch514@sinergi.ru";"sch514.edusite.ru";"Запись не подписана";
"001117";"Государственное образовательное учреждение Средняя общеобразовательная школа с этнокультурным русским компонентом образования № 868";"ГОУ СОШ № 868";"868";"";"13";"true";"false";"036";"true";"Южное окружное управление образования Департамента образования города Москвы";"0618";"115516, город Москва, Севанская улица, дом 13, корпус 2";"3800004";"Визер Татьяна Николаевна";"директор";"(495) 325-28-66";"sch868@sinergi.ru";"sch868.edusite.ru";"Запись не подписана";
"001118";"Государственное бюджетное образовательное учреждение Центр образования № 1433";"ГБОУ ЦО № 1433";"1433";"450000002476";"2944";"true";"false";"042";"true";"Южное окружное управление образования Департамента образования города Москвы";"0611";"115573, город Москва, Шипиловская улица, дом 46, корпус 3";"2123175";"Егорова Елена Александровна";"директор";"(495) 390-02-28 (факс)";"sch1433@sinergi.ru";"sch1433.edusite.ru";"Запись не подписана";
"001119";"Государственное образовательное учреждение Центр образования ""Школа здоровья"" № 1998 ""Лукоморье""";"ГОУ ЦО ""Школа здоровья"" № 1998";"1998";"";"1045";"true";"false";"041";"true";"Южное окружное управление образования Департамента образования города Москвы";"0608";"115612, город Москва, улица Борисовские Пруды, дом 12, корпус 3";"3800929";"Котомина Елена Вадимовна";"директор";"(495) 341-21-10";"sch1998@sinergi.ru";"lukomor.ru";"Запись не подписана";
"001121";"Государственное бюджетное образовательное учреждение Средняя общеобразовательная школа с углубленным изучением отдельных предметов № 879";"ГБОУ СОШ № 879";"879";"450000002479;450000002430";"3664";"true";"false";"041";"true";"Южное окружное управление образования Департамента образования города Москвы";"0620";"117519, город Москва, улица Красного Маяка, дом 3Г";"2107402";"Мальцева Ольга Филипповна";"директор";"(495) 389-27-36";"sch879@sinergi.ru";"sch879.edusite.ru";"Запись не подписана";
"001122";"Государственное образовательное учреждение Центр образования ""Школа здоровья"" № 943";"ГОУ ЦО ""Школа здоровья"" № 943";"943";"";"3269";"true";"false";"041";"true";"Южное окружное управление образования Департамента образования города Москвы";"0611";"115580, город Москва, улица Мусы Джалиля, дом 29, корпус 2";"2123162";"Фомичева Мария Григорьевна";"директор";"(495) 396-16-55";"sch943@sinergi.ru";"sch943.edusite.ru";"Запись не подписана";
"001123";"Государственное образовательное учреждение Центр образования № 1178";"ГОУ ЦО № 1178";"1178";"";"777";"true";"false";"042";"true";"Южное окружное управление образования Департамента образования города Москвы";"0621";"117405, город Москва, Варшавское шоссе, дом 152, корпус 10";"3802931";"Бычкова Марина Ромуальдовна";"директор";"(495) 386-15-48";"sch1178@sinergi.ru";"sch1178.edusite.ru";"Запись не подписана";
"001124";"Государственное образовательное учреждение Центр Образования № 1428";"ГОУ ЦО № 1428";"1428";"";"3058";"true";"false";"042";"true";"Южное окружное управление образования Департамента образования города Москвы";"0606";"115404, город Москва, Ряжская улица, дом 13, корпус 2";"3802861";"Ильяшенко Александр Викторович";"директор";"(495) 326-96-46";"sch1428@sinergi.ru";"co1428.edu.mhost.ru";"Запись не подписана";
"001125";"Государственное бюджетное образовательное учреждение города Москвы Лицей № 1451, Мытная";"ГБОУ Лицей № 1451";"1451";"450000003049;450000003048";"3618";"true";"false";"042";"true";"Южное окружное управление образования Департамента образования города Москвы";"0609";"113162, город Москва, Мытная улица, дом 50, корпус 3";"3803955";"Макарова Наталья Викторовна";"директор";"(495) 236-40-64";"sch675@sinergi.ru";"sch1451.edusite.ru";"Запись не подписана";
"001127";"Государственное образовательное учреждение Центр образования № 1828 ""Сабурово""";"ГОУ ЦО № 1828";"1828";"";"2002";"true";"false";"042";"true";"Южное окружное управление образования Департамента образования города Москвы";"0612";"115211, город Москва, Каширское шоссе, дом 55, корпус 7";"2123089";"Горловский Самуил Александрович";"директор";"(495) 344-70-54";"sch1828@sinergi.ru";"saburovo1828.msk.ru";"Запись не подписана";
"001128";"Государственное бюджетное образовательное учреждение Лицей № 504";"ГБОУ Лицей № 504";"504";"450000002411;450000003052;450000003053";"3663";"true";"false";"019";"true";"Южное окружное управление образования Департамента образования города Москвы";"0615";"110594, город Москва, Варшавское шоссе, дом 67";"2107280";"Корягин Андрей Михайлович";"директор";"(495) 110-33-35";"sch504@sinergi.ru";"sch504.edusite.ru";"Запись не подписана";
"001129";"Государственное образовательное учреждение Центр образования № 1861";"ГОУ ЦО № 1861";"1861";"";"533";"true";"false";"042";"true";"Южное окружное управление образования Департамента образования города Москвы";"0606";"115598, город Москва, Загорьевский проезд, дом 13";"3800016";"Гаврина Людмила Константиновна";"директор";"(499) 329-16-66";"sch1861@sinergi.ru";"1861.edusite.ru";"Запись не подписана";
"001130";"Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1862";"ГБОУ ЦО № 1862";"1862";"450000002485";"2266";"true";"false";"042";"true";"Южное окружное управление образования Департамента образования города Москвы";"0615";"117452, город Москва, Черноморский бульвар, дом 6";"2107451";"Ульянов Александр Ильич";"директор";"(499) 619-58-74";"sch1862@sinergi.ru";"opencenter.ru";"Запись не подписана";
"001131";"Государственное бюджетное образовательное учреждение ""Школа № 2000""";"ГБОУ Школа № 2000";"2000";"450000002486;450000002459;450000003011";"3665";"true";"false";"016";"true";"Южное окружное управление образования Департамента образования города Москвы";"0612";"115522, город Москва, Кантемировская улица, дом 22, корпус 6";"3804738";"Проценко Елена Михайловна";"директор";"(495) 320-00-00";"sch2000@sinergi.ru";"sch2000.edusite.ru";"Запись не подписана";
"001132";"Государственное образовательное учреждение Центр образования № 548 ""Царицыно""";"ГОУ ЦО № 548";"548";"";"345";"true";"false";"042";"true";"Южное окружное управление образования Департамента образования города Москвы";"0616";"115569, город Москва, улица Маршала Захарова, дом 8, корпус 1";"3800019";"Рачевский Ефим Лазаревич";"директор";"(495) 393-43-81";"";"mhs548.ru";"Запись не подписана";
"001133";"Государственное бюджетное образовательное учреждение Средняя общеобразовательная школа № 556";"ГБОУ СОШ № 556";"556";"450000002487";"3701";"true";"false";"016";"true";"Южное окружное управление образования Департамента образования города Москвы";"0620";"117570, город Москва, Днепропетровская улица, дом 33А";"3801826";"Яковлев Геннадий Сергеевич";"директор";"(495) 313-74-10";"";"co556.ru";"Запись не подписана";
"001134";"Государственное образовательное учреждение Центр образования № 936";"ГОУ ЦО № 936";"936";"";"14";"true";"false";"042";"true";"Южное окружное управление образования Департамента образования города Москвы";"0611";"115682, город Москва, Задонский проезд, дом 34, корпус 3";"2123178";"Королёв Александр Андреевич";"директор";"(495) 395-92-64";"sch936@sinergi.ru";"sch936.edusite.ru";"Запись не подписана";
"001135";"Государственное образовательное учреждение Центр образования № 975";"ГОУ ЦО № 975";"975";"";"1536";"true";"false";"042";"true";"Южное окружное управление образования Департамента образования города Москвы";"0608";"115408, город Москва, Алма-Атинская улица, дом 9, корпус 3";"3801919";"Пименов Александр Юрьевич";"директор";"(495) 341-86-83";"sch975@sinergi.ru";"sch975.edusite.ru/p1aa1.html";"Запись не подписана";
"001136";"Государственное образовательное учреждение Школа-интернат основного общего образования № 95";"ГОУ Школа-интернат № 95";"95";"";"1726";"true";"false";"021";"true";"Южное окружное управление образования Департамента образования города Москвы";"0703";"117452, город Москва, Симферопольский бульвар, дом 20";"2113488";"Титов Алексей Антонович";"директор";"(495) 310-61-33";"";"sch95.edusite.ru";"Запись не подписана";
"001137";"Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1536";"ГБОУ города Москвы Гимназия № 1536";"1536";"";"3470";"true";"false";"018";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0706";"119261, город Москва, Ленинский проспект, дом 83А";"2101151";"Иванова Светлана Ивановна";"директор";"(495) 134-34-12";"";"lyceum1536.narod.ru";"Запись не подписана";
"001138";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 2049";"ГБОУ города Москвы СОШ № 2049";"2049";"";"3450";"true";"false";"016";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0711";"117624, город Москва, Изюмская улица, дом 61, корпус 2";"";"Силантьева Татьяна Николаевна";"директор";"(499) 232-83-18";"";"";"Запись не подписана";
"001139";"Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1456";"ГБОУ города Москвы ЦО № 1456";"1456";"";"3137";"true";"false";"042";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"";"142720, Московская область, Ленинский район, Новодрожжино, поселок Новодрожжино, дом 10";"";"Легчило Нина Никифоровна";"директор";"(495) 712-78-36";"sch1165@mosuzedu.ru";"co1456.mosuzedu.ru";"Запись не подписана";
"001140";"Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1613";"ГБОУ города Москвы ЦО № 1613";"1613";"";"3460";"true";"false";"042";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0708";"117216, город Москва, Ратная улица, дом 6А";"2900107";"Токмакова Ольга Александровна";"директор";"(495) 711-16-45";"";"school-1067.mosuzedu.ru";"Запись не подписана";
"001141";"Государственное бюджетное образовательное учреждение города Москвы Центр образования № 2006";"ГБОУ города Москвы ЦО № 2006";"2006";"";"3330";"true";"false";"042";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0708";"117216, город Москва, улица Грина, дом 18, корпус 3, строение 1";"2900678";"Илюхина Вера Алексеевна";"директор";"(495) 714-86-63";"";"school2006.ru";"Запись не подписана";
"001142";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 103";"ГБОУ СОШ № 103";"103";"";"1124";"true";"false";"016";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0704";"117485, город Москва, улица Академика Волгина, дом 11";"2800501";"Федорова Елена Иосифовна";"директор";"(495) 336-65-33";"";"school103.narod.ru";"Запись не подписана";
"001143";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 107";"ГБОУ СОШ № 107";"107";"";"1142";"true";"false";"016";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0712";"117574, город Москва, Голубинская улица, дом 28, корпус 2";"3000591";"Мотылева Лера Александровна";"директор";"(495) 421-82-00";"";"school107.mosuzedu.ru";"Запись не подписана";
"001144";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 108";"ГБОУ СОШ № 108";"108";"";"1596";"true";"false";"016";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0712";"117574, город Москва, Вильнюсская улица, дом 14";"2108300";"Добрынина Ирина Владимировна";"директор";"(495) 422-61-55";"sch108@mosuzedu.ru";"sch108.mosuzedu.ru";"Запись не подписана";
"001145";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 11";"ГБОУ СОШ № 11";"11";"";"1673";"true";"false";"016";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0702";"119311, город Москва, Ломоносовский проспект, дом 13";"2101036";"Бодня Валентина Григорьевна";"директор";"(495) 930-36-39";"";"11school.ucoz.ru";"Запись не подписана";
"001146";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 1103 имени Героя Российской Федерации А.В. Соломатина";"ГБОУ СОШ № 1103";"1103";"";"749";"true";"false";"016";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0712";"117588, город Москва, Литовский бульвар, дом 44, корпус 2";"3000597";"Орленко Ирина Ивановна";"директор";"(495) 426-88-11";"";"solomatinschool.ucoz.org";"Запись не подписана";
"001147";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 1104";"ГБОУ СОШ № 1104";"1104";"";"784";"true";"false";"016";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0704";"117647, город Москва, улица Академика Капицы, дом 14А";"2800371";"Левков Виктор Петрович";"директор";"(495) 420-17-22";"";"";"Запись не подписана";
"001148";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 1916";"ГБОУ СОШ № 1916";"1916";"";"974";"true";"false";"016";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0711";"117042, город Москва, Чечерский проезд, дом 6";"2137447";"Лукина Валентина Ивановна";"директор";"(495) 716-51-63";"";"school1916.mosuzedu.ru";"Запись не подписана";
"001149";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 1931";"ГБОУ СОШ № 1931";"1931";"";"989";"true";"false";"016";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0711";"117042, город Москва, Чечерский проезд, дом 42";"2900013";"Корчагина Людмила Владимировна";"директор";"(495) 715-62-27";"";"sch1931.mosuzedu.ru";"Запись не подписана";
"001150";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 1945";"ГБОУ СОШ № 1945";"1945";"";"1015";"true";"false";"016";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0708";"117628, город Москва, Старокачаловская улица, дом 22";"2900002";"Демин Сергей Викторович";"директор";"(495) 713-68-72";"";"1945msk.ru";"Запись не подписана";
"001151";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 1946";"ГБОУ СОШ № 1946";"1946";"";"1017";"true";"false";"016";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0711";"117042, город Москва, Южнобутовская улица, дом 135А";"2900029";"Мордовина Наталья Игоревна";"директор";"(495) 715-26-37";"";"sch1946.wmsite.ru";"Запись не подписана";
"001152";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 1961";"ГБОУ СОШ № 1961";"1961";"";"1029";"true";"false";"016";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0711";"117042, город Москва, Южнобутовская улица, дом 76, корпус 1";"2900159";"Киося Александр Николаевич";"директор";"(495) 715-80-54";"";"sch1961.ru";"Запись не подписана";
"001153";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 1972";"ГБОУ СОШ № 1972";"1972";"";"931";"true";"false";"016";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0711";"117042, город Москва, Бартеневская улица, дом 49 , корпус 4";"2900232";"Ушакова Светлана Сергеевна";"директор";"(495) 715-59-54";"";"";"Запись не подписана";
"001154";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 1978";"ГБОУ СОШ № 1978";"1978";"";"2213";"true";"false";"016";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0711";"117042, город Москва, улица Адмирала Лазарева, дом 68, корпус 3";"";"Смирнова Татьяна Юрьевна";"директор";"(495) 715-52-27";"";"sh1978.ru";"Запись не подписана";
"001155";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 1981";"ГБОУ СОШ № 1981";"1981";"";"2205";"true";"false";"016";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0711";"117042, город Москва, Бартеневская улица, дом 27";"2900309";"Чермошенцев Александр Викторович";"директор";"(495) 717-17-54";"school1981@mosuzedu.ru";"school1981.mosuzedu.ru";"Запись не подписана";
"001156";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 1994";"ГБОУ СОШ № 1994";"1994";"";"2188";"true";"false";"016";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0711";"117042, город Москва, аллея Витте, дом 2, корпус 1";"2900462";"Федюк Вячеслав Федорович";"директор";"(495) 717-90-45";"";"school1994.mosuzedu.ru";"Запись не подписана";
"001157";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 535";"ГБОУ СОШ № 535";"535";"";"674";"true";"false";"016";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0703";"117452, город Москва, Азовская улица, дом 31";"2108463";"Каюда Галина Петровна";"директор";"(495) 310-54-22";"";"sosh535.ucoz.ru";"Запись не подписана";
"001158";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа с углубленным изучением предметов области знаний ""Искусство"" № 1332";"ГБОУ СОШ № 1332";"1332";"";"2269";"true";"false";"017";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0708";"117628, город Москва, бульвар Дмитрия Донского, дом 6, корпус 1";"2900405";"Струве Мария Георгиевна";"директор";"(495) 714-97-81";"";"1332.ru";"Запись не подписана";
"001159";"Государственное бюджетное образовательное учреждение города Москвы Вечерняя (сменная) общеобразовательная школа № 115";"ГБОУ ВСОШ № 115";"115";"";"59";"true";"false";"043";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0704";"117485, город Москва, улица Бутлерова, дом 5б, строение 1";"2108361";"Наумова Наталья Николаевна";"директор";"(495) 334-99-10";"";"vsch115.mosuzedu.ru";"Запись не подписана";
"001160";"Государственное бюджетное образовательное учреждение города Москвы Вечерняя (сменная) общеобразовательная школа № 18";"ГБОУ ВСОШ № 18";"18";"";"159";"true";"false";"043";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0703";"117303, город Москва, Болотниковская улица, дом 25";"2103048";"Жданова Марина Аркадьевна";"директор";"(495) 310-83-43";"18vecher-shkola@list.ru";"";"Запись не подписана";
"001161";"Государственное бюджетное образовательное учреждение города Москвы Вечерняя (сменная) общеобразовательная школа № 182";"ГБОУ ВСОШ № 182";"182";"";"633";"true";"false";"043";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0701";"117449, город Москва, улица Гримау, дом 11А";"";"Кулькова Валентина Васильевна";"директор";"(495) 126-06-73";"";"";"Запись не подписана";
"001162";"Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1507";"ГБОУ Гимназия № 1507";"1507";"";"41";"true";"false";"018";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0709";"117321, город Москва, Профсоюзная улица, дом 132, корпус 9";"2800194";"Белоусова Нелли Рубеновна";"директор";"(495) 420-70-44";"gym@mosuzedu.ru";"gym1507.mosuzedu.ru";"Запись не подписана";
"001163";"Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1514";"ГБОУ Гимназия № 1514";"1514";"";"36";"true";"false";"018";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0706";"119331, город Москва, улица Крупской, дом 12";"2101149";"Белова Анна Викторовна";"директор";"(495) 131-80-38";"";"www.1514.ru";"Запись не подписана";
"001164";"Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1532";"ГБОУ Гимназия № 1532";"1532";"";"51";"true";"false";"018";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0709";"117465, город Москва, улица Тёплый Стан, дом 13, корпус 3";"2108292";"Дементьева Галина Алексеевна";"директор";"(495) 338-76-55";"";"gimnazia-1532.narod.ru";"Запись не подписана";
"001165";"Государственное образовательное учреждение Гимназия № 1534";"ГОУ Гимназия № 1534";"1534";"";"50";"true";"false";"018";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0701";"117036, город Москва, улица Кедрова, дом 11";"2108474";"Железнов Вадим Алексеевич";"директор";"(495) 125-59-82";"";"school1534.narod.ru";"Запись не подписана";
"001166";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа с углублённым изучением восточных языков № 2042 имени Лазаревых";"ГБОУ города Москвы СОШ № 2042";"2042";"";"3184";"true";"false";"017";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0703";"117303, город Москва, Одесская улица, дом 16, корпус 2";"2802988";"Галоян Седа Вагановна";"директор";"(499) 723-10-09";"";"crosssl.newhost.ru/ms1110";"Запись не подписана";
"001167";"Государственное образовательное учреждение Кадетская школа-интернат № 69 ""Второй Московский Кадетский Корпус"" (МЧС)";"ГОУ Кадетская школа-интернат № 69";"69";"";"2736";"true";"false";"029";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0707";"119421, город Москва, Ленинский проспект, дом 97, корпус 4";"2800805";"Галанин Юрий Георгиевич";"директор";"(499) 132-89-69";"2mckk@mail.ru";"";"Запись не подписана";
"001168";"Государственное бюджетное образовательное учреждение города Москвы Лицей ""Вторая школа""";"ГБОУ Лицей ""Вторая школа""";"";"";"117";"true";"false";"019";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0702";"119334, город Москва, улица Фотиевой, дом 18";"2101140";"Овчинников Владимир Федорович";"директор";"(495) 137-69-31";"";"sch2.ru";"Запись не подписана";
"001169";"Государственное бюджетное образовательное учреждение города Москвы Лицей № 1561";"ГБОУ Лицей № 1561";"1561";"";"1546";"true";"false";"019";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0712";"117463, город Москва, Новоясеневский проспект, дом 38/2";"";"Завальский Юрий Сергеевич";"директор";"(495) 425-94-88";"";"";"Запись не подписана";
"001170";"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа с углубленным изучением предметов области знаний ""Искусство"" № 1318 ""Московская международная киношкола""";"ГБОУ Московская международная киношкола № 1318";"1318";"";"2674";"false";"false";"017";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0706";"119311, город Москва, улица Строителей, дом 15";"2101148";"Керзина Ольга Алексеевна";"директор";"(495) 775-04-02";"";"mifs.ru";"Запись не подписана";
"001171";"Государственное образовательное учреждение Начальная общеобразовательная школа № 1715";"ГОУ НОШ № 1715";"1715";"";"1347";"true";"false";"014";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0701";"117218, город Москва, улица Кедрова, дом 18, корпус 3";"2113405";"Ладыгина Елена Александровна";"директор";"(495) 124-48-53";"";"school1715.ucoz.ru";"Запись не подписана";
"001172";"Государственное бюджетное образовательное учреждение города Москвы Начальная школа - детский сад № 1604";"ГБОУ Начальная школа – детский сад № 1604";"1604";"";"643";"true";"false";"010";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0712";"117593, город Москва, улица Рокотова, дом 8, корпус 4";"2108164";"Григорян Гаянэ Пайлаковна";"директор";"(495) 426-81-44";"";"";"Запись не подписана";
"001173";"Государственное бюджетное образовательное учреждение города Москвы Начальная школа - детский сад № 1620";"ГБОУ Начальная школа – детский сад № 1620";"1620";"";"542";"true";"false";"010";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0706";"119261, город Москва, Ленинский проспект, дом 82/2, корпус 1";"2101121";"Логунова Алла Робертовна";"директор";"(495) 138-51-63";"";"www.gou1620.ru";"Запись не подписана";
"001174";"Государственное бюджетное образовательное учреждение города Москвы Начальная школа - детский сад № 1649";"ГБОУ Начальная школа – детский сад № 1649";"1649";"";"1958";"true";"false";"010";"true";"Юго-Западное окружное управление образования Департамента образования города Москвы";"0710";"117418, город Москва, улица Цюрупы, дом 8А";"2113459";"Дорохина Наталья Александровна";"директор";"(495) 124-03-77";"";"www.1649.ru";"Запись не подписана";
